Feature,Normalized.Dispersion
ENSG00000171608,2.9423662097063707
ENSG00000179840,-0.07002348802874465
ENSG00000231789,-0.3802279821248259
ENSG00000171603,-0.48248680115317805
ENSG00000178585,0.08035358666712891
ENSG00000223989,0.7012650854551434
ENSG00000162441,-1.3785312114241717
ENSG00000173614,-1.5572295897009178
ENSG00000162444,-1.0593442157611281
ENSG00000130939,0.6517411464232921
ENSG00000054523,4.958020106279756
ENSG00000284642,-0.7239124390372544
ENSG00000142657,-0.3918539975422722
ENSG00000271989,nan
ENSG00000251503,-0.784645857565292
ENSG00000175279,-2.0106498174881775
ENSG00000241563,0.04388778919597139
ENSG00000160049,0.555360727158992
ENSG00000203469,nan
ENSG00000142655,-0.15226703425932794
ENSG00000130940,-1.605023644128027
ENSG00000272078,nan
ENSG00000175262,-0.4286657932906154
ENSG00000120948,-1.5364155162813602
ENSG00000277726,nan
ENSG00000271895,-1.2249004286560357
ENSG00000116649,2.9665500493987147
ENSG00000171824,-1.3400748652882803
ENSG00000226849,2.5894515939868907
ENSG00000230337,-0.8302751414711194
ENSG00000198793,-2.6147431535158154
ENSG00000171819,15.651581222369268
ENSG00000120942,-1.7967757857971491
ENSG00000204624,-1.476918576298962
ENSG00000116661,1.2792194018168384
ENSG00000132879,-0.8783632729893606
ENSG00000116663,-0.023070920377486644
ENSG00000116670,2.790757887108496
ENSG00000162490,-1.021380132917667
ENSG00000177674,2.4559357217878404
ENSG00000215910,1.0629695445186012
ENSG00000177000,1.2725509805628643
ENSG00000011021,-0.8342534510122634
ENSG00000242349,0.06652410524491852
ENSG00000116685,-0.3032827219428282
ENSG00000083444,1.113190334340694
ENSG00000116688,1.4038541857359508
ENSG00000116691,1.414506899420476
ENSG00000120949,-0.028735756233203003
ENSG00000028137,7.617362832832343
ENSG00000048707,-0.8599627717853612
ENSG00000229484,nan
ENSG00000162496,2.449380810214632
ENSG00000272482,0.9606041102003915
ENSG00000157330,-1.0164520452227215
ENSG00000182330,nan
ENSG00000162494,4.5765859103824065
ENSG00000162493,6.629881802373145
ENSG00000116731,2.6715740762572926
ENSG00000189337,0.2790506453572622
ENSG00000234593,nan
ENSG00000175147,-0.1600859285739685
ENSG00000171729,-0.42301286857765646
ENSG00000142621,0.6470376959300093
ENSG00000228140,nan
ENSG00000142634,0.8199662008043987
ENSG00000162438,7.7667346305022456
ENSG00000132906,-0.898821601587347
ENSG00000116138,-1.733385157109833
ENSG00000272510,-0.3409074291121924
ENSG00000116771,1.292408378855711
ENSG00000237301,0.4462747534346609
ENSG00000197312,-0.07084220803861555
ENSG00000271742,nan
ENSG00000116786,-0.15121861058869968
ENSG00000162461,-0.4934285859022092
ENSG00000224459,0.4804429078357092
ENSG00000162460,1.70634431680903
ENSG00000162458,6.6471062528419
ENSG00000233954,-0.8832699754699582
ENSG00000179743,-1.4910093758271306
ENSG00000065526,-0.41203828767738493
ENSG00000116809,4.627202205546673
ENSG00000183888,0.6507687212800587
ENSG00000233078,-1.154344668445287
ENSG00000173641,0.5151721195622616
ENSG00000186510,-1.1111835684809164
ENSG00000184908,0.5412132530719747
ENSG00000185519,0.44638683725554124
ENSG00000142627,5.981770618296771
ENSG00000227959,0.6602651362592944
ENSG00000234166,nan
ENSG00000142632,1.440339536980299
ENSG00000132881,-0.4385008418571621
ENSG00000037637,-1.2718355048878038
ENSG00000055070,0.9950438058115291
ENSG00000187144,1.221227617474424
ENSG00000157191,1.8403957776765671
ENSG00000226029,1.9662423972417866
ENSG00000261135,-2.361156391468164
ENSG00000219481,0.5579477908841717
ENSG00000271732,nan
ENSG00000282740,nan
ENSG00000058453,3.645849404567376
ENSG00000223643,nan
ENSG00000238142,-1.3803993973511988
ENSG00000272426,-0.9065132189332058
ENSG00000117122,2.146683719914389
ENSG00000159363,0.05343090918732605
ENSG00000117118,-1.7569418715887812
ENSG00000117115,-0.6497704167677921
ENSG00000142623,4.422820148301762
ENSG00000159339,-0.6617576798840976
ENSG00000276747,nan
ENSG00000227751,-0.49835031613358327
ENSG00000179051,-0.15380266106759308
ENSG00000074964,-0.1396194296196685
ENSG00000117148,-1.2007931013715505
ENSG00000117154,0.4186767527115586
ENSG00000179023,1.4007207678908615
ENSG00000159423,-0.25967035282905726
ENSG00000169991,-0.15353132181322152
ENSG00000127481,2.5902273184594806
ENSG00000230424,0.6103188313330775
ENSG00000127463,0.10130054432915636
ENSG00000053372,0.016201801718037073
ENSG00000162482,-1.2294185534094488
ENSG00000053371,-0.9345074904664302
ENSG00000040487,0.04209114022973704
ENSG00000077549,-1.3653248040392025
ENSG00000173436,-2.0540338850183013
ENSG00000158747,6.522215152740873
ENSG00000162542,-0.6861536707690896
ENSG00000235434,nan
ENSG00000169914,-0.7103164523302746
ENSG00000188257,2.525630891241973
ENSG00000127472,0.9493457076311682
ENSG00000117215,1.8874203161481524
ENSG00000158786,-0.19545260136042836
ENSG00000227066,1.2742799018587956
ENSG00000187980,0.9324273560715881
ENSG00000225986,-0.36104762428827064
ENSG00000162543,0.22974073623989827
ENSG00000158816,nan
ENSG00000284641,nan
ENSG00000162545,-2.246519556238099
ENSG00000090432,2.4623253373634637
ENSG00000183114,0.1503259490183551
ENSG00000158825,4.039485943413945
ENSG00000158828,0.41869943476686555
ENSG00000117242,-0.3563571062318095
ENSG00000244038,0.8029398728161994
ENSG00000117245,-0.4563477790461751
ENSG00000189410,1.4034591262955611
ENSG00000127483,1.1228523296678183
ENSG00000075151,0.23976057760704259
ENSG00000117298,1.8283984337194792
ENSG00000231105,6.544646766305719
ENSG00000142794,-1.1051014114281537
ENSG00000162551,3.840671114743245
ENSG00000076864,1.5012313337068874
ENSG00000090686,1.8592626150498814
ENSG00000187942,0.6279546340370795
ENSG00000142798,12.28880373773623
ENSG00000228397,nan
ENSG00000070831,-0.21478428118461942
ENSG00000271840,0.691208704554416
ENSG00000162552,1.048954901814155
ENSG00000184677,2.2981826297634544
ENSG00000070886,-1.490901437972257
ENSG00000173372,7.05572510792383
ENSG00000159189,6.831418014332991
ENSG00000173369,6.2768830842387136
ENSG00000133216,2.0861820557065167
ENSG00000227868,-1.391516470887665
ENSG00000004487,-1.8235901905054428
ENSG00000169641,1.7152080314131277
ENSG00000179546,-0.9308125055328834
ENSG00000261326,-1.0289253554048141
ENSG00000125944,0.5807951783120632
ENSG00000125945,-0.19451804936217867
ENSG00000249087,2.6999268480291154
ENSG00000271420,-1.1185167743295954
ENSG00000204219,-0.913481004046424
ENSG00000088280,0.08197750995967312
ENSG00000007968,-1.3150675947619714
ENSG00000235052,-1.092293514121542
ENSG00000117318,10.321368410914591
ENSG00000197880,6.717232917102583
ENSG00000142676,-1.7818025075469746
ENSG00000011007,-1.258324212473097
ENSG00000236810,-0.8073513100633148
ENSG00000057757,-2.4275145913578835
ENSG00000011009,0.6571142971241178
ENSG00000117308,-0.4629675267673548
ENSG00000117305,-0.1925963075788696
ENSG00000179163,1.218937847499765
ENSG00000188822,5.675822248568967
ENSG00000189266,-1.4062232066365439
ENSG00000188529,-0.5452677492994503
ENSG00000142661,4.158009495619298
ENSG00000142677,0.7674436076679573
ENSG00000185436,-1.8014542332784176
ENSG00000230023,nan
ENSG00000158055,-1.097966072946734
ENSG00000001460,-1.0477169470322782
ENSG00000001461,-1.577602004128983
ENSG00000117602,0.591261749644238
ENSG00000184454,1.0536691326814913
ENSG00000133226,1.3855676298528972
ENSG00000169504,1.8411926334046096
ENSG00000020633,0.7604288279600941
ENSG00000117614,2.0731629208527984
ENSG00000284657,-0.5262165239479115
ENSG00000117616,1.5233042805469392
ENSG00000272432,4.276500635590774
ENSG00000187010,nan
ENSG00000183726,-0.7916614017358828
ENSG00000188672,4.4802962043336
ENSG00000204178,1.1354733653469715
ENSG00000157978,0.9045013711897654
ENSG00000225643,0.5999348155917503
ENSG00000117643,2.5158288702065335
ENSG00000162430,1.0876581738261948
ENSG00000228172,1.27037669635754
ENSG00000117640,1.2017988177846401
ENSG00000127423,-1.6010991163222892
ENSG00000182749,0.7396444485707634
ENSG00000117632,-0.43969192705307253
ENSG00000158006,-0.4157147580308584
ENSG00000158008,4.095712553484443
ENSG00000158014,-1.0367234177376845
ENSG00000158022,0.3891844363386702
ENSG00000175087,-1.3414470458242993
ENSG00000197245,3.9673015624126275
ENSG00000282872,nan
ENSG00000236782,1.7671810940154151
ENSG00000142684,1.047110750566367
ENSG00000142675,0.20657416604757292
ENSG00000188782,nan
ENSG00000130695,-0.8778305447448455
ENSG00000142669,0.56572275906255
ENSG00000158062,0.6632466205825037
ENSG00000169442,12.170565901976692
ENSG00000176092,-1.4792272612232513
ENSG00000176083,-0.5901917273916487
ENSG00000131914,2.500768023861586
ENSG00000117682,0.7710670299864046
ENSG00000225891,0.11807730087896741
ENSG00000198830,-1.1838592968053552
ENSG00000117676,0.6279391200783139
ENSG00000260063,-1.4884564622291065
ENSG00000117713,1.5074887061837448
ENSG00000060642,-1.300810403973504
ENSG00000204160,-0.7013344934270102
ENSG00000175793,-1.0244609739159427
ENSG00000142751,-0.34204541414932343
ENSG00000198746,0.8101740006578958
ENSG00000090273,-1.3339669985937697
ENSG00000175707,0.7047751578760989
ENSG00000253368,-0.5845077023919374
ENSG00000158246,-0.7891337104475113
ENSG00000090020,1.1024003030266964
ENSG00000142784,1.806954067089178
ENSG00000186501,1.4310515403262387
ENSG00000142765,0.5968012876934471
ENSG00000142733,2.314384327913856
ENSG00000142748,-0.03926312130074547
ENSG00000174950,-1.080547853229151
ENSG00000181773,0.27991153745046415
ENSG00000158195,0.8367850960286406
ENSG00000237429,-0.6587626868547948
ENSG00000126705,0.2333295883832924
ENSG00000000938,1.7531994783200942
ENSG00000233975,0.03094560319554646
ENSG00000126709,-0.4809873169483098
ENSG00000009780,1.42021289585035
ENSG00000117758,0.7361791412396717
ENSG00000117751,-0.8022442599012087
ENSG00000130775,1.9687672033884556
ENSG00000117748,-0.8916407457989071
ENSG00000130768,-1.5699304963254617
ENSG00000227050,nan
ENSG00000158156,-0.7897284186108268
ENSG00000158161,-0.7291294121097497
ENSG00000169403,1.9320492679462746
ENSG00000126698,3.4621068592548387
ENSG00000130770,0.6860417494068918
ENSG00000270605,-0.7041592786297768
ENSG00000130766,0.9568836419624392
ENSG00000130772,-1.6051202333349102
ENSG00000204138,1.524093168838743
ENSG00000180198,-0.9034176288936714
ENSG00000180098,0.5093654184148059
ENSG00000197989,-0.44695772426882036
ENSG00000120656,-1.1023805600628471
ENSG00000188060,-0.05434691871866317
ENSG00000229388,-1.2996450539853006
ENSG00000270103,1.7098871723496434
ENSG00000162419,2.201381891467394
ENSG00000198492,0.6090618116506138
ENSG00000116329,0.022980516356068726
ENSG00000233427,nan
ENSG00000159023,0.12607137272130262
ENSG00000253304,0.20675957667799008
ENSG00000116350,0.767909130442913
ENSG00000116353,0.294795635161607
ENSG00000060656,-0.7764822377572889
ENSG00000228176,nan
ENSG00000162510,nan
ENSG00000186056,-1.3094930007921857
ENSG00000162511,3.6099356391025066
ENSG00000223382,nan
ENSG00000162512,0.19518268448522494
ENSG00000134644,0.9928469515215579
ENSG00000084628,-0.919929915893451
ENSG00000060688,-0.38566349564591174
ENSG00000121766,-1.6435995146002735
ENSG00000121769,1.6962631417836234
ENSG00000168528,0.8635686470670362
ENSG00000142910,13.339235816821974
ENSG00000121764,nan
ENSG00000162517,-0.241694384484345
ENSG00000235790,nan
ENSG00000084636,6.9856655270793215
ENSG00000121753,-0.41597616557433686
ENSG00000134668,1.130828757766938
ENSG00000203620,nan
ENSG00000184007,2.2023387808557255
ENSG00000228634,nan
ENSG00000121774,-0.19105095675607633
ENSG00000121775,0.10794881814634072
ENSG00000025800,2.937832927422246
ENSG00000084652,-1.3372718348492136
ENSG00000160050,0.8527359033776923
ENSG00000224066,-0.686408127715392
ENSG00000160051,-0.6703286713823527
ENSG00000222046,nan
ENSG00000160055,-0.32948977215022246
ENSG00000084623,-0.9994585574278215
ENSG00000183615,1.1779364467666302
ENSG00000182866,6.044958256769158
ENSG00000116478,-2.0414100909857438
ENSG00000175130,-0.22236961489611984
ENSG00000162526,0.8575242732056075
ENSG00000225828,0.10761460488328405
ENSG00000160058,-1.5277137503876548
ENSG00000273274,0.07354471110960213
ENSG00000160062,0.42801870408918397
ENSG00000176261,-0.5482197420879996
ENSG00000162521,0.4435858819059924
ENSG00000162520,-0.8105908472699525
ENSG00000224409,nan
ENSG00000162522,-1.3417167411092925
ENSG00000134684,0.6379796584473716
ENSG00000116497,0.29268109636953815
ENSG00000160097,3.551569059554654
ENSG00000121905,2.2544165648251298
ENSG00000121900,-0.2058398788447368
ENSG00000116514,0.5133347013813805
ENSG00000004455,1.4491087372609404
ENSG00000142920,0.4055301306889969
ENSG00000116525,0.9906196845639331
ENSG00000160094,-0.7494700222153612
ENSG00000270115,0.208354026997382
ENSG00000134686,1.6931335263971292
ENSG00000233246,-1.1794087494594336
ENSG00000121903,0.36627908347527777
ENSG00000121904,4.286286696371073
ENSG00000163866,0.35893310906012027
ENSG00000189280,-1.5172541694638024
ENSG00000189433,nan
ENSG00000188910,-0.953647276654199
ENSG00000187513,5.655204317430327
ENSG00000116544,0.779697330290756
ENSG00000284773,2.758238378599149
ENSG00000271741,-0.7711960351391036
ENSG00000243749,1.252869716167446
ENSG00000163867,0.7726410757328126
ENSG00000197056,1.035537993315496
ENSG00000116560,1.159045442695031
ENSG00000146463,-0.2600027926167284
ENSG00000142687,1.5538324577968166
ENSG00000020129,-0.3199133067000525
ENSG00000239636,-0.097106340664955
ENSG00000116819,3.387467571188077
ENSG00000126067,-1.2494768850921185
ENSG00000142686,-0.7239504415081988
ENSG00000092853,0.34579397228973563
ENSG00000134698,0.11545677110918628
ENSG00000092847,-0.9784085873271267
ENSG00000271914,-0.6305872639860104
ENSG00000126070,1.918864141770925
ENSG00000271554,0.7718663055343846
ENSG00000092850,-0.38946812278610493
ENSG00000116863,-1.282224941329864
ENSG00000171812,0.6019999229197214
ENSG00000054116,-1.2462050037771453
ENSG00000116871,6.899876765703534
ENSG00000054118,-1.4061678188882034
ENSG00000214193,-1.4439753276087064
ENSG00000142694,3.9497468428127234
ENSG00000116883,1.0787190665439446
ENSG00000196182,-0.8504351729666687
ENSG00000181817,-0.6211963506201134
ENSG00000116885,-1.6543176985441945
ENSG00000116898,-0.5685667592415325
ENSG00000119535,0.4828576435245969
ENSG00000284720,-0.9541525856949991
ENSG00000163873,0.2534993451377416
ENSG00000233621,-0.6535205218015763
ENSG00000163874,-0.4966843805886018
ENSG00000163875,1.2109224132599137
ENSG00000163877,-1.0071367314837762
ENSG00000163879,-1.3829512111688855
ENSG00000134697,-0.8949058329821601
ENSG00000169218,1.8156381796215113
ENSG00000116922,-1.4330030845045876
ENSG00000134690,-0.8584514825799023
ENSG00000183317,-1.0451657425272425
ENSG00000185090,-0.36791333073420707
ENSG00000233728,nan
ENSG00000196449,-2.4586117830618264
ENSG00000197982,-0.8561650862465983
ENSG00000188786,0.5816631196073554
ENSG00000230955,nan
ENSG00000204084,1.888665543567222
ENSG00000183431,1.8082779351581273
ENSG00000183386,4.004110291045224
ENSG00000183520,1.2127387736019843
ENSG00000185668,0.39421870916445373
ENSG00000224592,0.33242372075700855
ENSG00000116954,0.5712989955462643
ENSG00000228436,-1.694517127076363
ENSG00000214114,-0.8875037055967593
ENSG00000158315,-0.09875208390296306
ENSG00000174574,1.305307845554941
ENSG00000168653,-0.4539061350772411
ENSG00000127603,4.785088942538409
ENSG00000183682,-3.011264894593545
ENSG00000090621,1.2957395803455924
ENSG00000163909,4.750346972485098
ENSG00000116983,nan
ENSG00000084072,0.05378574757012471
ENSG00000116985,-1.5916792179260213
ENSG00000198754,0.05674901963291423
ENSG00000261798,-0.27651789733939663
ENSG00000284719,-0.6417822650826005
ENSG00000043514,-1.510053270350383
ENSG00000116990,0.0
ENSG00000236546,nan
ENSG00000168389,0.6899586137503291
ENSG00000131236,-0.4812752931679675
ENSG00000131238,0.7748849085604299
ENSG00000117000,1.0482933502663383
ENSG00000259943,-0.8323339897637339
ENSG00000084073,-1.2005032651507448
ENSG00000049089,0.6139507928811541
ENSG00000084070,0.8090181116789601
ENSG00000284677,nan
ENSG00000187801,-0.7596919899011114
ENSG00000187815,0.46669889540655496
ENSG00000238287,1.5113568169549174
ENSG00000164002,-0.1436502436869963
ENSG00000227278,nan
ENSG00000238186,0.41375626081905104
ENSG00000117010,0.16892878290315932
ENSG00000117016,-1.0158410074756352
ENSG00000272145,-0.170703399287438
ENSG00000066136,-0.6788897365474966
ENSG00000117013,-1.2983584888234045
ENSG00000179862,2.726218265597153
ENSG00000171793,-0.6298236673141436
ENSG00000281207,3.8320008686982434
ENSG00000171790,-0.5020313387225962
ENSG00000010803,3.5792185339751756
ENSG00000235358,nan
ENSG00000204060,-0.836609478776891
ENSG00000229901,0.35561516466910154
ENSG00000127129,-0.886944408392785
ENSG00000127124,0.8430465792805892
ENSG00000197273,-2.0452189937817242
ENSG00000198815,1.0704501615332662
ENSG00000177181,-0.28451914026335745
ENSG00000066185,-0.5958307507142132
ENSG00000127125,0.8664293089957545
ENSG00000186409,0.9700016474441362
ENSG00000171960,0.4247881660713339
ENSG00000234917,2.489287900000185
ENSG00000065978,-0.10698236189415285
ENSG00000117385,3.558842815330772
ENSG00000164008,-1.1423867239264744
ENSG00000283580,nan
ENSG00000274386,5.951406197667538
ENSG00000177868,-1.6100230459199034
ENSG00000164010,0.3379598186720234
ENSG00000228192,-1.0547728188635075
ENSG00000164011,0.39320368974598136
ENSG00000117394,-0.9022705221367827
ENSG00000227533,-1.398528666366981
ENSG00000186973,4.089450004882039
ENSG00000117395,-1.8146741033034552
ENSG00000243710,1.8688563624916532
ENSG00000179178,0.4216295176014093
ENSG00000253313,-1.7777977938227
ENSG00000066056,5.16729327126362
ENSG00000234694,0.8602019730213645
ENSG00000117399,-1.3114154896165013
ENSG00000066322,0.8385667468680243
ENSG00000159479,-1.3790928871838248
ENSG00000229431,nan
ENSG00000198198,0.23286038475935528
ENSG00000229372,-1.0
ENSG00000178922,0.735645143372664
ENSG00000142949,0.06729082028690694
ENSG00000066135,-0.6452868817450673
ENSG00000236200,0.04842036177703613
ENSG00000126091,1.5767836234547505
ENSG00000117407,-1.3801536111883808
ENSG00000237950,-1.1590805510134956
ENSG00000117408,-0.477930904636768
ENSG00000132768,-0.17932557720357536
ENSG00000117410,-0.6372859294336486
ENSG00000117411,1.9247927863870957
ENSG00000159214,1.8778979420041184
ENSG00000196517,-0.35556238809660395
ENSG00000230615,-0.647296604770795
ENSG00000178028,-0.023796073321164114
ENSG00000117419,0.5044028184464007
ENSG00000187147,0.6154053811008036
ENSG00000126106,0.16112578064973868
ENSG00000198520,0.5339400791935124
ENSG00000142945,-0.522059181676142
ENSG00000225721,2.090367348317644
ENSG00000142937,-1.8534445364525052
ENSG00000142959,0.9661970388707215
ENSG00000173846,1.7981711532409022
ENSG00000188396,-1.5081528672241808
ENSG00000222009,0.2321350055152029
ENSG00000117425,0.9584525461731134
ENSG00000070785,0.23933099016622195
ENSG00000126107,0.3809946131490909
ENSG00000126088,1.7227203340500863
ENSG00000162415,-0.8469163628073989
ENSG00000281912,1.098961981633617
ENSG00000186603,4.4488215910104145
ENSG00000132781,0.0954683703363664
ENSG00000132773,1.2252606558771675
ENSG00000070759,0.006235388304847544
ENSG00000280670,0.23882811771294182
ENSG00000132763,-0.8802970042512263
ENSG00000117450,-1.4383110904300904
ENSG00000117448,1.8083662961475702
ENSG00000132780,5.011113310495068
ENSG00000159588,-0.23684165405000676
ENSG00000159592,-2.4562310121211075
ENSG00000159596,-1.31934163618706
ENSG00000197429,-0.4151675372347102
ENSG00000086015,0.14216317152598906
ENSG00000117461,-0.6957417480999708
ENSG00000227857,0.07287465846179379
ENSG00000117472,2.212645806826327
ENSG00000085998,1.1390466974870903
ENSG00000171357,-0.23676244644770922
ENSG00000085999,-1.4184736563289615
ENSG00000132128,0.16689644560051042
ENSG00000173660,0.9870577053618944
ENSG00000117481,0.2888674296756078
ENSG00000117480,0.651414622137918
ENSG00000197587,-1.3516116072944098
ENSG00000282881,-0.09203077400483135
ENSG00000079277,2.321527119403118
ENSG00000142961,5.679292488730057
ENSG00000123472,0.15220825861247556
ENSG00000186118,nan
ENSG00000159658,1.256476086578919
ENSG00000142973,0.815332497822357
ENSG00000187048,nan
ENSG00000186377,-1.1062038226045177
ENSG00000186160,0.21003446866056658
ENSG00000225506,nan
ENSG00000162365,nan
ENSG00000224805,-0.9732876999955639
ENSG00000162366,1.3065710950912133
ENSG00000162367,2.4429942020917315
ENSG00000226252,nan
ENSG00000123473,-1.4079442926794694
ENSG00000162368,-0.5644469580274852
ENSG00000225762,-1.7247906544569362
ENSG00000237424,1.164729701608627
ENSG00000186564,-1.3857861368119282
ENSG00000269113,1.4609090347251605
ENSG00000117834,nan
ENSG00000272491,0.3884177299849414
ENSG00000132122,-1.5994005378859644
ENSG00000186094,-1.0002045136198037
ENSG00000162373,-0.10874244634900247
ENSG00000162374,2.8465212146206778
ENSG00000233407,nan
ENSG00000142700,nan
ENSG00000185104,-1.299864462359373
ENSG00000123080,-0.8244500889595695
ENSG00000123091,0.29899415092176074
ENSG00000085831,-1.8918709904426052
ENSG00000261664,1.5517916636348137
ENSG00000085832,0.43506291985032547
ENSG00000227070,8.91550554690374
ENSG00000117859,0.2555860695455458
ENSG00000078618,0.9772271065188463
ENSG00000266993,-0.10715676721409043
ENSG00000272175,-0.9318444191106605
ENSG00000169213,1.5521945426088053
ENSG00000117862,-1.143638561021948
ENSG00000198841,0.17972067261306626
ENSG00000134717,-2.264827635486819
ENSG00000157077,-1.4967839794906592
ENSG00000154222,0.30553583664779643
ENSG00000272100,-0.3908448092203245
ENSG00000085840,-1.665591536915512
ENSG00000134748,-1.6802714539571537
ENSG00000134744,-0.3918452691048353
ENSG00000116157,-0.2654605083326677
