Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000272512,AL645608.8,0.05497477652546295,-0.7431045898543744,0.16754603475786561,0.09071186437692394,0.7431045898543744,0.16754603475786561
ENSG00000188290,HES4,2.477548820423312,-0.014580432658805709,1.0,2.505191488537176,0.014580432658805709,1.0
ENSG00000187608,ISG15,25.765034181691455,-0.1871745830130198,0.7389080281199124,29.380993859785388,0.1871745830130198,0.7389080281199124
ENSG00000224969,AL645608.2,0.0005667502734583809,-1.1805099021616723,1.0,0.0,1.1805099021616723,1.0
ENSG00000188157,AGRN,1.9788085797799368,0.12784849418161137,0.9255493678827668,1.8123072478708846,-0.12784849418161137,0.9255493678827668
ENSG00000237330,RNF223,0.05752515275602566,0.26309674931394156,0.8483202282814153,0.04632095202225903,-0.26309674931394156,0.8483202282814153
ENSG00000131591,C1orf159,0.3261647823752982,-0.2608833186256927,0.6095686835372036,0.3898680128540135,0.2608833186256927,0.6095686835372036
ENSG00000223823,LINC01342,0.049023898654149946,0.42954357952231437,0.7658971269056636,0.03474071401669428,-0.42954357952231437,0.7658971269056636
ENSG00000272141,AL390719.2,0.21791548014474746,0.3638106140621371,0.6073372841592035,0.167913451080689,-0.3638106140621371,0.6073372841590736
ENSG00000162571,TTLL10,0.003967251914208666,-0.44354430799546574,1.0,0.003860079335188253,0.44354430799546574,1.0
ENSG00000186891,TNFRSF18,0.6942690849865166,-0.5397406355534395,0.13595482390339556,1.009410746151728,0.5397406355534395,0.13595482390339556
ENSG00000186827,TNFRSF4,0.3230476558712771,-1.1639781782717846,4.731806069589624e-05,0.7237648753477974,1.1639781782717846,4.731806069589624e-05
ENSG00000078808,SDF4,2.1134117697263024,-0.36831144154238293,0.3805161523157823,2.7310061296456887,0.36831144154238293,0.3805161523157823
ENSG00000176022,B3GALT6,0.5650500226380057,0.21370705353256902,0.8226453469580488,0.48636999623371985,-0.21370705353256902,0.8226453469580488
ENSG00000184163,C1QTNF12,0.028620888809648234,-0.18050990216167317,0.9861938766098,0.030880634681506022,0.18050990216167317,0.9861938766098
ENSG00000260179,AL162741.1,0.00028337513672919046,-2.7654724028828284,0.5423159088746002,0.0019300396675941264,2.7654724028828284,0.5423159088746002
ENSG00000160087,UBE2J2,0.8710951703055314,-0.1362037493311506,0.8206966899978867,0.9572996751266867,0.1362037493311506,0.8206966899978867
ENSG00000230415,LINC01786,0.0014168756836459523,-0.1805099021616723,1.0,0.0,0.1805099021616723,1.0
ENSG00000162572,SCNN1D,0.1807933372332235,-0.08965647171055924,0.9589202838086016,0.1910739270918185,0.08965647171055924,0.9589202838086016
ENSG00000131584,ACAP3,0.7543446139731049,-0.35241997433430194,0.3930587337650391,0.963089794129469,0.35241997433430194,0.3930587337650391
ENSG00000169972,PUSL1,0.36016979878280103,0.08797893376422894,1.0,0.33775694182897215,-0.08797893376422894,1.0
ENSG00000127054,INTS11,1.3446150237800087,-0.30452007677797915,0.4756516304208224,1.6617641537985428,0.30452007677797915,0.4756516304208224
ENSG00000224051,CPTP,0.3856735610884282,-0.5536337597071224,0.1447059409774616,0.5655016226050791,0.5536337597071224,0.1447059409774616
ENSG00000169962,TAS1R3,0.022103260664876855,-1.6316166561480387,0.0008467856885041742,0.06755138836579443,1.6316166561480387,0.0008467856885041742
ENSG00000107404,DVL1,0.7622791178015222,-0.10286475826747554,0.8923262067112484,0.8183368190599096,0.10286475826747554,0.8923262067112484
ENSG00000162576,MXRA8,2.0448349866378384,-0.9960944174647062,0.00040271777594554927,4.083963936629171,0.9960944174647062,0.00040271777594554927
ENSG00000175756,AURKAIP1,2.8039969779353395,-0.20278799813895643,0.7132823700427463,3.2308864035525677,0.20278799813895643,0.7132823700427463
ENSG00000221978,CCNL2,1.648393170353701,-0.34795306049942964,0.4261032766466689,2.0998831583424096,0.34795306049942964,0.4261032766466689
ENSG00000242485,MRPL20,2.202391562659268,0.17864382037926463,0.830430716972112,1.9474100246024735,-0.17864382037926463,0.8304307169724551
ENSG00000272455,AL391244.3,0.040239269415545044,0.07247083900819806,1.0,0.036670753684288404,-0.07247083900819806,1.0
ENSG00000235098,ANKRD65,0.13488656508309466,-0.7379916664607218,0.06446338454836749,0.22388460144091865,0.7379916664607218,0.06446338454836749
ENSG00000225285,LINC01770,0.065459656584443,0.3376210900812744,0.7309712787898087,0.05018103135744729,-0.3376210900812744,0.7309712787898087
ENSG00000179403,VWA1,2.6311381445305333,-0.22848702709089186,0.6592512190729575,3.086133428483008,0.22848702709089186,0.6592512190729575
ENSG00000215915,ATAD3C,0.09124679402679932,0.1436531971089985,0.9947879720889472,0.0810616660389533,-0.1436531971089985,0.9947879720889472
ENSG00000160072,ATAD3B,0.5168762493940434,-0.41963168805113815,0.30701785520706504,0.6909542009986973,0.41963168805113815,0.30701785520706504
ENSG00000197785,ATAD3A,0.5843195319355907,-0.4238292812625914,0.2982339824372166,0.7835961050432153,0.4238292812625914,0.2982339824372166
ENSG00000205090,TMEM240,0.023803511485251998,-0.4435443079954675,0.6831531918902926,0.030880634681506022,0.4435443079954675,0.6831531918902926
ENSG00000160075,SSU72,2.2414973315278965,0.12618023094371167,0.9280347228057448,2.0554922459877445,-0.12618023094371167,0.9280347228057448
ENSG00000215014,AL645728.1,0.0073677535549589515,-0.8179398227769648,0.6301856158070985,0.011580238005564758,0.8179398227769648,0.6301856158070985
ENSG00000228594,FNDC10,0.7682299956728353,-0.08484479286643459,0.921737525585272,0.8144767397247213,0.08484479286643459,0.921737525585272
ENSG00000272106,AL691432.2,0.07226065986594356,0.1901334777587178,0.9238995162436991,0.061761269363012045,-0.1901334777587178,0.9238995162436991
ENSG00000197530,MIB2,0.4899556114047703,-0.5480748914667735,0.14306063636716637,0.7160447166774209,0.5480748914667735,0.14306063636716637
ENSG00000189409,MMP23B,0.06602640685790137,-1.8723876067993408,8.174916269891998e-08,0.2412549584492658,1.8723876067993408,8.174916269891998e-08
ENSG00000248333,CDK11B,0.30349477143696296,-0.22294516848206936,0.6804007195982429,0.3531972591697251,0.22294516848206936,0.6804007195982429
ENSG00000272004,FO704657.1,0.028620888809648234,0.20651322094757418,0.9636869769668556,0.023160476011129517,-0.20651322094757418,0.9636869769668556
ENSG00000189339,SLC35E2B,0.796000759072296,0.2562537845887348,0.7347293749736132,0.6658636853199736,-0.2562537845887348,0.7347293749736132
ENSG00000008128,CDK11A,0.032304765587127714,-1.6204220700795462,0.0004600087467813792,0.09843202304730045,1.6204220700795462,0.0004600087467813792
ENSG00000215790,SLC35E2A,0.16832483121713912,0.1114234524278519,1.0,0.15440317340753013,-0.1114234524278519,1.0
ENSG00000008130,NADK,0.7996846358497754,-0.29963847037075747,0.49595473720833866,0.9843202304730044,0.29963847037075747,0.49595473720833866
ENSG00000078369,GNB1,3.125627758122971,0.23021811789112934,0.7281462562281465,2.6673148206150827,-0.23021811789112934,0.7281462562281465
ENSG00000231050,AL109917.1,0.013318631426271951,0.4975620029509651,0.751540623693116,0.007720158670376506,-0.4975620029509651,0.751540623693116
ENSG00000169885,CALML6,0.009068004375334095,-0.30604078424553105,1.0,0.009650198337970633,0.30604078424553105,1.0
ENSG00000178821,TMEM52,0.04789039810723319,0.12035657719785942,1.0,0.04246087268707078,-0.12035657719785942,1.0
ENSG00000142609,CFAP74,0.0022670010938335237,0.4044525985594838,0.8923262067112484,0.0,-0.4044525985594838,0.8923262067112484
ENSG00000233542,AL391845.2,0.0017002508203751428,0.04188251917477537,1.0,0.0,-0.04188251917477537,1.0
ENSG00000187730,GABRD,0.07537778636996466,-0.2283384272522877,0.8023216431274818,0.08685178504173569,0.2283384272522877,0.8023216431274818
ENSG00000226969,AL391845.1,0.0008501254101875714,-0.7654724028828284,1.0,0.0,0.7654724028828284,1.0
ENSG00000067606,PRKCZ,0.38425668540478225,0.10157379142799372,1.0,0.3570573385049134,-0.10157379142799372,1.0
ENSG00000182873,PRKCZ-AS1,0.005384127597854618,-0.4435443079954666,0.8923262067112484,0.005790119002782379,0.4435443079954666,0.8923262067112484
ENSG00000162585,FAAP20,1.5044386008952721,-0.17397446611172673,0.7330322053360028,1.6984349074828313,0.17397446611172673,0.7330322053360028
ENSG00000234396,AL590822.1,0.004534002187667047,-0.6780095616324893,0.9740624364257029,0.005790119002782379,0.6780095616324893,0.9740624364257029
ENSG00000157933,SKI,0.32474790669165227,-0.8402274661920828,0.009875550587160277,0.5809419399458321,0.8402274661920828,0.009875550587160277
ENSG00000116151,MORN1,0.19127821729220354,0.2603676020524306,0.7988882468451673,0.15826325274271835,-0.2603676020524306,0.7988882468451673
ENSG00000157916,RER1,1.797448492273255,-0.057622832598042906,1.0,1.8721384775663026,0.057622832598042906,1.0
ENSG00000157911,PEX10,0.5250941283591899,0.1309511936746206,0.9740624364257029,0.47864983756334334,-0.1309511936746206,0.9740624364257029
ENSG00000149527,PLCH2,0.08246216478819442,-0.620041963361265,0.22004494717371664,0.12545257839361823,0.620041963361265,0.22004494717371664
ENSG00000224387,AL139246.1,0.001983625957104333,0.23452759711717164,0.8923262067112484,0.0,-0.23452759711717164,0.8923262067112484
ENSG00000157881,PANK4,0.1663412052600348,-0.02523167668376214,1.0,0.167913451080689,0.02523167668376214,1.0
ENSG00000197921,HES5,0.014452131973188712,-1.2349576861840488,0.08083389577506826,0.03281067434910015,1.2349576861840488,0.08083389577506826
ENSG00000272449,AL139246.5,0.3000942697962127,0.06520762610557096,1.0,0.2856458708039307,-0.06520762610557096,1.0
ENSG00000238164,TNFRSF14-AS1,0.09889792271848746,-0.723652227188202,0.13172851460093735,0.1621233320779066,0.723652227188202,0.13172851460093557
ENSG00000157873,TNFRSF14,1.0739917682036317,-0.9921533118738946,0.0005482225303542755,2.138483951694292,0.9921533118738946,0.0005482225303542755
ENSG00000228037,AL139246.3,0.007651128691688142,-1.6585571989663173,0.04544444922270879,0.023160476011129517,1.6585571989663173,0.04544444922270879
ENSG00000157870,FAM213B,0.7996846358497754,0.04290498203889653,1.0,0.7758759463728389,-0.04290498203889653,1.0
ENSG00000142606,MMEL1,0.3477012927667167,0.08723150634964849,1.0,0.32617670382340735,-0.08723150634964849,1.0
ENSG00000237058,AL831784.1,0.0005667502734583809,-1.1805099021616723,1.0,0.0,1.1805099021616723,1.0
ENSG00000215912,TTC34,0.02607051257908552,-0.22631359177479737,0.957638900032447,0.028950595013911895,0.22631359177479737,0.957638900032447
ENSG00000177133,LINC00982,0.00623425300804219,-1.9423501649669088,0.02630088624064419,0.023160476011129517,1.9423501649669088,0.02630088624064419
ENSG00000142611,PRDM16,0.005950877871312999,-1.6279688791328937,0.09103043130604281,0.01737035700834714,1.6279688791328937,0.09103043130604281
ENSG00000226286,AL008733.1,0.0017002508203751428,0.04188251917477537,1.0,0.0,-0.04188251917477537,1.0
ENSG00000272235,AL590438.1,0.00028337513672919046,-2.7654724028828284,0.5423159088746002,0.0019300396675941264,2.7654724028828284,0.5423159088746002
ENSG00000130762,ARHGEF16,0.37178817938869785,0.49514671504953145,0.37173121801870435,0.2624853947928012,-0.49514671504953145,0.37173121801870435
ENSG00000272088,AL512413.1,0.010484880058980047,0.48245511056075685,0.8080847612478276,0.005790119002782379,-0.48245511056075685,0.8080847612478276
ENSG00000162591,MEGF6,0.17597595990882728,-1.66957697566051,1.2772939749851016e-08,0.5597115036022967,1.66957697566051,1.2772939749851016e-08
ENSG00000238260,AL513320.1,0.0017002508203751428,-1.5430799815463807,0.5849753504459867,0.003860079335188253,1.5430799815463807,0.5849753504459867
ENSG00000158109,TPRG1L,0.48513823408037404,-0.1369051328480183,0.8342730508917382,0.5326909482559788,0.1369051328480183,0.8342730508917382
ENSG00000116213,WRAP73,0.5024241174208547,0.2199629693606311,0.8148450581957385,0.4303988458734902,-0.2199629693606311,0.8148450581957385
ENSG00000078900,TP73,0.15698982574797152,0.796282706677002,0.13299512947807882,0.08878182470932981,-0.796282706677002,0.13299512947807882
ENSG00000227589,AL136528.1,0.00028337513672919046,-1.7654724028828284,1.0,0.0,1.7654724028828284,1.0
ENSG00000235169,SMIM1,0.5049744936514173,-0.09466443220280041,0.9074696513965383,0.5384810672587612,0.09466443220280041,0.9074696513965383
ENSG00000130764,LRRC47,0.7699302464932104,0.19164622605223336,0.8597505328650838,0.6735838439903501,-0.19164622605223336,0.8597505328650838
ENSG00000272153,AL365330.1,0.001983625957104333,0.23452759711717164,0.8923262067112484,0.0,-0.23452759711717164,0.8923262067112484
ENSG00000116198,CEP104,0.33069878456296525,-0.08344248420150824,0.9451991366735665,0.3493371798345369,0.08344248420150824,0.9451991366735665
ENSG00000169598,DFFB,0.07962841342090252,-0.40728076400869506,0.5051169661116497,0.10422214205008283,0.40728076400869506,0.5051169661116497
ENSG00000198912,C1orf174,0.20289659789810036,0.5706097863143937,0.3120032694647886,0.13510277673158885,-0.5706097863143937,0.3120032694647886
ENSG00000236423,LINC01134,0.007934503828417332,0.5075460915235874,0.8865611137513038,0.003860079335188253,-0.5075460915235874,0.8865611137513038
ENSG00000196581,AJAP1,0.0034005016407502855,-2.524464303379033,0.004132101511039261,0.019300396675941266,2.524464303379033,0.004132101511039261
ENSG00000284692,Z98259.3,0.00028337513672919046,-1.7654724028828284,1.0,0.0,1.7654724028828284,1.0
ENSG00000236948,AL365255.1,0.001983625957104333,-1.3504349036039844,0.6431507239796843,0.003860079335188253,1.3504349036039844,0.6431507239796843
ENSG00000131697,NPHP4,0.14933869705628336,-0.1640217793731038,0.8440596771653706,0.16598341141309486,0.1640217793731038,0.8440596771653706
ENSG00000069424,KCNAB2,0.27770763399460663,-1.416077712245854,4.222382848648639e-07,0.7411352323561445,1.416077712245854,4.222382848648639e-07
ENSG00000116254,CHD5,0.001983625957104333,0.23452759711717164,0.8923262067112484,0.0,-0.23452759711717164,0.8923262067112484
ENSG00000116251,RPL22,9.28280272897482,0.02072325380489426,1.0,9.163828341736913,-0.02072325380489426,1.0
ENSG00000226944,AL031847.1,0.03910576886862828,0.03154057495331575,1.0,0.036670753684288404,-0.03154057495331575,1.0
ENSG00000158286,RNF207,0.2527706219624379,0.29557697583724685,0.7147779918929084,0.2045842047649774,-0.29557697583724685,0.7147779918929084
ENSG00000116237,ICMT,0.7668131199891893,0.14515367300245985,0.9463547110801919,0.6928842406662914,-0.14515367300245985,0.9463547110801919
ENSG00000225077,LINC00337,0.0017002508203751428,-0.9581174808252246,1.0,0.0019300396675941264,0.9581174808252246,1.0
ENSG00000158292,GPR153,0.08926316806969499,-0.8710825908434279,0.03996146673578071,0.1621233320779066,0.8710825908434279,0.03996146673578071
ENSG00000097021,ACOT7,0.6971028363538085,0.12886913276811307,0.9740624364257029,0.6369130903060617,-0.12886913276811307,0.9740624364257029
ENSG00000271746,AL031848.2,0.014452131973188712,0.9349673152582634,0.47714796823440425,0.005790119002782379,-0.9349673152582634,0.47714796823440425
ENSG00000069812,HES2,0.010768255195709236,-0.48007018402058055,0.8318811679058518,0.013510277673158886,0.48007018402058055,0.8318811679058518
ENSG00000187017,ESPN,0.8574931637425303,0.7267381943880603,0.0966253467047895,0.5172506309152258,-0.7267381943880603,0.0966253467047895
ENSG00000215788,TNFRSF25,0.30802877362463,-1.4853644836900934,6.870399400613693e-08,0.8627277314145745,1.4853644836900934,6.870399400613693e-08
ENSG00000171680,PLEKHG5,0.11164980387130104,-0.04665415542688223,1.0,0.11387234038805345,0.04665415542688223,1.0
ENSG00000162408,NOL9,0.37207155452542706,-0.14043246278633736,0.8318811679058518,0.4091684095299548,0.14043246278633736,0.8318811679058518
ENSG00000173662,TAS1R1,0.003117126504021095,-0.7654724028828284,0.9390655921507097,0.003860079335188253,0.7654724028828284,0.9390655921507097
ENSG00000204859,ZBTB48,0.504407743377959,-0.3420400331281349,0.44029689722953347,0.6388431299736559,0.3420400331281349,0.44029689722953347
ENSG00000162413,KLHL21,0.3907743135495536,0.12582133767467107,0.9891483390664538,0.3570573385049134,-0.12582133767467107,0.9891483390664538
ENSG00000116273,PHF13,0.349684918723821,0.3652715711904173,0.5675614043499645,0.2702055534631777,-0.3652715711904173,0.5675614043499645
ENSG00000041988,THAP3,0.36385367556028053,-0.41519968230150495,0.3403210280369869,0.4844399565661257,0.41519968230150495,0.3403210280369869
ENSG00000007923,DNAJC11,0.6197414240267395,0.07725918745947902,1.0,0.5867320589486145,-0.07725918745947902,1.0
ENSG00000237436,CAMTA1-DT,0.011901755742625999,-0.33920764818073046,0.9463840880705059,0.013510277673158886,0.33920764818073046,0.9463840880705059
ENSG00000171735,CAMTA1,0.8787462989972196,0.3178107298692193,0.622703808982987,0.7044644786718561,-0.3178107298692193,0.622703808982987
ENSG00000270171,AL359881.3,0.0005667502734583809,-1.1805099021616723,1.0,0.0,1.1805099021616723,1.0
ENSG00000270035,AL359881.2,0.008217878965146523,0.14141819272569034,1.0,0.005790119002782379,-0.14141819272569034,1.0
ENSG00000269978,AL359881.1,0.028337513672919045,0.3077765791478102,0.8483944892904834,0.02123043634353539,-0.3077765791478102,0.8483944892904834
ENSG00000049245,VAMP3,0.9603583383752264,0.004495113578591101,1.0,0.9572996751266867,-0.004495113578591101,1.0
ENSG00000049246,PER3,0.3162466525897765,0.14077254713832432,0.9633137069270203,0.2856458708039307,-0.14077254713832432,0.9633137069270203
ENSG00000236266,Z98884.1,0.00028337513672919046,-1.7654724028828284,1.0,0.0,1.7654724028828284,1.0
ENSG00000049247,UTS2,0.023803511485251998,-1.9999376565198523,1.0845400678027453e-06,0.0945719437121122,1.9999376565198523,1.0845400678027453e-06
ENSG00000049249,TNFRSF9,0.030604514766752567,-1.1265710950508692,0.06304060044108029,0.0656213486982003,1.1265710950508692,0.06304060044108029
ENSG00000116288,PARK7,4.725280404959251,0.4876986800039076,0.28319570213569234,3.373709338954533,-0.4876986800039076,0.28319570213569234
ENSG00000284747,AL034417.4,0.008501254101875714,0.18872390750404655,1.0,0.005790119002782379,-0.18872390750404655,1.0
ENSG00000284716,AL034417.3,0.00028337513672919046,-2.7654724028828284,0.5113032067225058,0.0019300396675941264,2.7654724028828284,0.5113032067225058
ENSG00000116285,ERRFI1,0.266372628525439,0.09021069681725336,1.0,0.24897511711964232,-0.09021069681725336,1.0
ENSG00000238290,AL034417.2,0.0017002508203751428,-1.5430799815463807,0.5837004228591337,0.003860079335188253,1.5430799815463807,0.5837004228591337
ENSG00000162426,SLC45A1,0.02437026175871038,-0.5704564204776856,0.560648503650447,0.03474071401669428,0.5704564204776856,0.560648503650447
ENSG00000142599,RERE,1.0810761466218615,0.0005160925138897737,1.0,1.0808222138527108,-0.0005160925138897737,1.0
ENSG00000232912,AL096855.1,0.0008501254101875714,-3.3504349036039844,0.044728216944720234,0.009650198337970633,3.3504349036039844,0.044728216944720234
ENSG00000074800,ENO1,7.148137823993829,-0.13507882703720409,0.8528782438199033,7.861051566110877,0.13507882703720409,0.8528782438199033
ENSG00000230679,ENO1-AS1,0.016719133067022236,0.14141819272569034,1.0,0.013510277673158886,-0.14141819272569034,1.0
ENSG00000131686,CA6,0.00028337513672919046,-1.7654724028828284,1.0,0.0,1.7654724028828284,1.0
ENSG00000142583,SLC2A5,0.04137276996246181,-1.0252316766837617,0.10689037494093455,0.08299170570654743,1.0252316766837617,0.10689037494093455
ENSG00000180758,GPR157,0.28082476049862776,0.16635609447559174,0.9233188436269794,0.24897511711964232,-0.16635609447559174,0.9233188436269794
ENSG00000228526,MIR34AHG,0.05837527816621323,-0.5955474014405162,0.3185853830066682,0.08685178504173569,0.5955474014405162,0.3185853830066682
ENSG00000234546,LINC01759,0.016435757930293046,-0.05275435496329983,1.0,0.015440317340753011,0.05275435496329983,1.0
ENSG00000049239,H6PD,0.4621848480053096,-0.7654724028828287,0.01846552911400629,0.7855261447108095,0.7654724028828287,0.01846552911400629
ENSG00000171621,SPSB1,0.18249358805359864,-0.8585818072743103,0.014607153242519022,0.33003678315859564,0.8585818072743103,0.014607153242519022
ENSG00000284652,BX323043.1,0.0028337513672919046,-0.30604078424553194,1.0,0.0019300396675941264,0.30604078424553194,1.0
ENSG00000284693,AL928921.2,0.004250627050937857,-1.572827324940433,0.2111801608812227,0.011580238005564758,1.572827324940433,0.2111801608812227
ENSG00000171612,SLC25A33,0.12836893693832327,0.17843303504624464,0.9240679945249384,0.11194230072045933,-0.17843303504624464,0.9240679945249384
ENSG00000188807,TMEM201,0.13885381699730331,0.12971269207341107,0.996747402759052,0.12545257839361823,-0.12971269207341107,0.996747402759052
ENSG00000171608,PIK3CD,0.15273919869703365,-2.019573683946615,3.306328363730533e-13,0.6195427332977146,2.019573683946615,3.306328363730533e-13
ENSG00000179840,PIK3CD-AS1,0.0017002508203751428,0.04188251917477537,1.0,0.0,-0.04188251917477537,1.0
ENSG00000231789,PIK3CD-AS2,0.01303525628954276,-0.7958460519263477,0.4938331052076493,0.02123043634353539,0.7958460519263477,0.4938331052076493
ENSG00000171603,CLSTN1,1.8609245229005937,0.21359332352942817,0.8085087401547637,1.6057930034383132,-0.21359332352942817,0.8085087401547637
ENSG00000178585,CTNNBIP1,0.30802877362463,0.009107483083155232,1.0,0.30494626747987197,-0.009107483083155232,1.0
ENSG00000223989,AL357140.1,0.0011335005469167618,-0.4435443079954666,1.0,0.0,0.4435443079954666,1.0
ENSG00000162441,LZIC,0.17285883340480618,0.38103171015773185,0.5787479103719947,0.1312426973964006,-0.38103171015773185,0.5787479103719947
ENSG00000173614,NMNAT1,0.13828706672384494,0.23748091450651865,0.8219758219098269,0.11580238005564758,-0.23748091450651865,0.8219758219098269
ENSG00000162444,RBP7,0.1955288443431414,0.4191419840618442,0.5270346199107679,0.14475297506955948,-0.4191419840618442,0.5270346199107679
ENSG00000130939,UBE4B,0.33608291216081987,0.09007981214099425,1.0,0.3145964658178426,-0.09007981214099425,1.0
ENSG00000054523,KIF1B,0.2553209981930006,-0.29721693385852554,0.5713384178701757,0.3126664261502485,0.29721693385852554,0.5713384178701757
ENSG00000284642,AL139424.2,0.004250627050937857,-2.087400497770191,0.026837324266023442,0.01737035700834714,2.087400497770191,0.026837324266023442
ENSG00000142657,PGD,0.992379728825625,-0.08912921304129262,0.9082106954650325,1.055731698173987,0.08912921304129262,0.9082106954650325
ENSG00000271989,AL139424.1,0.00028337513672919046,-2.7654724028828284,0.5303275213731234,0.0019300396675941264,2.7654724028828284,0.5303275213731234
ENSG00000251503,CENPS-CORT,0.009068004375334095,0.278921716475625,0.9057527876330824,0.005790119002782379,-0.278921716475625,0.9057527876330824
ENSG00000175279,CENPS,0.20714722494903823,0.5803024339589014,0.302045400365126,0.13703281639918297,-0.5803024339589014,0.302045400365126
ENSG00000241563,CORT,0.0017002508203751428,-2.2800455757125873,0.160138955311159,0.007720158670376506,2.2800455757125873,0.160138955311159
ENSG00000160049,DFFA,0.36300355015009295,-0.04862217001369862,1.0,0.37442769551326055,0.04862217001369862,1.0
ENSG00000203469,AL354956.1,0.00028337513672919046,-1.7654724028828284,1.0,0.0,1.7654724028828284,1.0
ENSG00000142655,PEX14,0.22811698506699832,-0.24011939129982807,0.659674276842327,0.26827551379558356,0.24011939129982807,0.659674276842327
ENSG00000130940,CASZ1,0.6772665767827651,0.7784459123233531,0.0726211858769893,0.3937280921892018,-0.7784459123233531,0.0726211858769893
ENSG00000272078,AL139423.1,0.00028337513672919046,-1.7654724028828284,1.0,0.0,1.7654724028828284,1.0
ENSG00000175262,C1orf127,0.010768255195709236,-1.1805099021616732,0.1999317397073344,0.023160476011129517,1.1805099021616732,0.1999317397073344
ENSG00000120948,TARDBP,1.5424108692169836,0.20826740648395203,0.8207307402861239,1.3355874499751355,-0.20826740648395203,0.8207307402861239
ENSG00000277726,AL109811.4,0.00028337513672919046,-2.7654724028828284,0.5229587147926557,0.0019300396675941264,2.7654724028828284,0.5229587147926557
ENSG00000271895,AL109811.3,0.010484880058980047,-0.6874698908815553,0.6176052670386304,0.015440317340753011,0.6874698908815553,0.6176052670386304
ENSG00000116649,SRM,1.6112710274421769,-0.013119502637782054,1.0,1.6270234397818486,0.013119502637782054,1.0
ENSG00000171824,EXOSC10,0.7608622421178763,0.20370642037180103,0.8390720043958455,0.6600735663171913,-0.20370642037180103,0.8390720043958485
ENSG00000226849,AL109811.1,0.005100752461125428,-0.5175448894392431,0.8760640303278502,0.005790119002782379,0.5175448894392431,0.8760640303278502
ENSG00000230337,AL109811.2,0.029187639083106617,0.028076719649744675,1.0,0.02702055534631777,-0.028076719649744675,1.0
ENSG00000198793,MTOR,0.41429444989807646,0.3146134236189333,0.646672732726917,0.3319668228261897,-0.3146134236189333,0.646672732726917
ENSG00000171819,ANGPTL7,0.003117126504021095,-3.087400497770191,0.05303740259537554,0.02702055534631777,3.087400497770191,0.05303740259537554
ENSG00000120942,UBIAD1,0.2760073831742315,0.003914668975754765,1.0,0.27406563279836593,-0.003914668975754765,1.0
ENSG00000204624,DISP3,0.03117126504021095,1.028943463467277,0.24044685675814345,0.013510277673158886,-1.028943463467277,0.24044685675814345
ENSG00000116661,FBXO2,0.03117126504021095,-1.3633739593114838,0.005024463626909537,0.07913162637135918,1.3633739593114838,0.005024463626909537
ENSG00000132879,FBXO44,0.4409317127506203,-0.1888251703736762,0.7330322053360028,0.5018103135744729,0.1888251703736762,0.7330322053360028
ENSG00000116663,FBXO6,0.4862717346272908,0.014417636457217942,1.0,0.4805798772309375,-0.014417636457217942,1.0
ENSG00000116670,MAD2L2,0.6208749245736562,-0.15125609718655864,0.7988882468451673,0.6890241613311031,0.15125609718655864,0.7988882468451673
